projectId,userId,time,x,y,z,1d_signal,timestamp
SCAI-SENSEI,user_sensei_178,1667912876.816,176,767,-1893,2836,2022-11-08 13:07:56.815999985
SCAI-SENSEI,user_sensei_178,1667912877.016,-93,726,-1724,2543,2022-11-08 13:07:57.016000032
SCAI-SENSEI,user_sensei_178,1667912877.216,13,703,-1535,2251,2022-11-08 13:07:57.216000080
SCAI-SENSEI,user_sensei_178,1667912877.416,-94,834,-1818,2746,2022-11-08 13:07:57.415999889
SCAI-SENSEI,user_sensei_178,1667912877.616,22,792,-1762,2576,2022-11-08 13:07:57.615999937
SCAI-SENSEI,user_sensei_178,1667912877.816,-134,848,-1847,2829,2022-11-08 13:07:57.815999985
SCAI-SENSEI,user_sensei_178,1667912878.016,-77,861,-1854,2792,2022-11-08 13:07:58.016000032
SCAI-SENSEI,user_sensei_178,1667912878.216,-18,874,-1782,2674,2022-11-08 13:07:58.216000080
SCAI-SENSEI,user_sensei_178,1667912878.416,-42,875,-1802,2719,2022-11-08 13:07:58.415999889
SCAI-SENSEI,user_sensei_178,1667912878.616,8,987,-1835,2830,2022-11-08 13:07:58.615999937
SCAI-SENSEI,user_sensei_178,1667912878.816,-17,853,-1965,2835,2022-11-08 13:07:58.815999985
SCAI-SENSEI,user_sensei_178,1667912879.016,-86,847,-1763,2696,2022-11-08 13:07:59.016000032
SCAI-SENSEI,user_sensei_178,1667912879.216,-24,872,-1806,2702,2022-11-08 13:07:59.216000080
SCAI-SENSEI,user_sensei_178,1667912879.416,-44,866,-1789,2699,2022-11-08 13:07:59.415999889
SCAI-SENSEI,user_sensei_178,1667912879.616,-46,878,-1779,2703,2022-11-08 13:07:59.615999937
SCAI-SENSEI,user_sensei_178,1667912879.816,-33,864,-1792,2689,2022-11-08 13:07:59.815999985
SCAI-SENSEI,user_sensei_178,1667912880.016,-24,893,-1766,2683,2022-11-08 13:08:00.016000032
SCAI-SENSEI,user_sensei_178,1667912880.216,-5,865,-1770,2640,2022-11-08 13:08:00.216000080
SCAI-SENSEI,user_sensei_178,1667912880.416,-28,863,-1781,2672,2022-11-08 13:08:00.415999889
SCAI-SENSEI,user_sensei_178,1667912880.616,-17,815,-1811,2643,2022-11-08 13:08:00.615999937
SCAI-SENSEI,user_sensei_178,1667912880.816,-44,866,-1665,2575,2022-11-08 13:08:00.815999985
SCAI-SENSEI,user_sensei_178,1667912881.016,-165,786,-1953,2904,2022-11-08 13:08:01.016000032
SCAI-SENSEI,user_sensei_178,1667912881.216,-4,565,-1428,1997,2022-11-08 13:08:01.216000080
SCAI-SENSEI,user_sensei_178,1667912881.416,-144,431,-1127,1702,2022-11-08 13:08:01.415999889
SCAI-SENSEI,user_sensei_178,1667912881.616,-36,854,-2552,3442,2022-11-08 13:08:01.615999937
SCAI-SENSEI,user_sensei_178,1667912881.816,-196,1433,-2005,3634,2022-11-08 13:08:01.815999985
SCAI-SENSEI,user_sensei_178,1667912882.016,11,1206,-1896,3113,2022-11-08 13:08:02.016000032
SCAI-SENSEI,user_sensei_178,1667912882.216,276,995,-1482,2753,2022-11-08 13:08:02.216000080
SCAI-SENSEI,user_sensei_178,1667912882.416,27,858,-1835,2720,2022-11-08 13:08:02.415999889
SCAI-SENSEI,user_sensei_178,1667912882.616,44,927,-1685,2656,2022-11-08 13:08:02.615999937
SCAI-SENSEI,user_sensei_178,1667912882.816,100,1051,-1704,2855,2022-11-08 13:08:02.815999985
SCAI-SENSEI,user_sensei_178,1667912883.016,47,985,-1710,2742,2022-11-08 13:08:03.016000032
SCAI-SENSEI,user_sensei_178,1667912883.216,78,1022,-1692,2792,2022-11-08 13:08:03.216000080
SCAI-SENSEI,user_sensei_178,1667912883.416,101,1018,-1771,2890,2022-11-08 13:08:03.415999889
SCAI-SENSEI,user_sensei_178,1667912883.616,-5,1008,-1698,2711,2022-11-08 13:08:03.615999937
SCAI-SENSEI,user_sensei_178,1667912883.816,85,1035,-1739,2859,2022-11-08 13:08:03.815999985
SCAI-SENSEI,user_sensei_178,1667912884.016,46,1027,-1700,2773,2022-11-08 13:08:04.016000032
SCAI-SENSEI,user_sensei_178,1667912884.216,82,1013,-1711,2806,2022-11-08 13:08:04.216000080
SCAI-SENSEI,user_sensei_178,1667912884.416,60,1054,-1699,2813,2022-11-08 13:08:04.415999889
SCAI-SENSEI,user_sensei_178,1667912884.616,42,995,-1796,2833,2022-11-08 13:08:04.615999937
SCAI-SENSEI,user_sensei_178,1667912884.816,64,1027,-1706,2797,2022-11-08 13:08:04.815999985
SCAI-SENSEI,user_sensei_178,1667912885.016,36,1034,-1720,2790,2022-11-08 13:08:05.016000032
SCAI-SENSEI,user_sensei_178,1667912885.216,86,1045,-1692,2823,2022-11-08 13:08:05.216000080
SCAI-SENSEI,user_sensei_178,1667912885.416,31,1082,-1671,2784,2022-11-08 13:08:05.415999889
SCAI-SENSEI,user_sensei_178,1667912885.616,45,1060,-1704,2809,2022-11-08 13:08:05.615999937
SCAI-SENSEI,user_sensei_178,1667912885.816,76,1059,-1616,2751,2022-11-08 13:08:05.815999985
SCAI-SENSEI,user_sensei_178,1667912886.016,243,1394,-1535,3172,2022-11-08 13:08:06.016000032
SCAI-SENSEI,user_sensei_178,1667912886.216,220,1253,-1460,2933,2022-11-08 13:08:06.216000080
SCAI-SENSEI,user_sensei_178,1667912886.416,200,1287,-1844,3331,2022-11-08 13:08:06.415999889
SCAI-SENSEI,user_sensei_178,1667912886.616,39,730,-2660,3429,2022-11-08 13:08:06.615999937
SCAI-SENSEI,user_sensei_178,1667912886.816,245,822,-1751,2818,2022-11-08 13:08:06.815999985
SCAI-SENSEI,user_sensei_178,1667912887.016,153,647,-1376,2176,2022-11-08 13:08:07.016000032
SCAI-SENSEI,user_sensei_178,1667912887.216,325,840,-1307,2472,2022-11-08 13:08:07.216000080
SCAI-SENSEI,user_sensei_178,1667912887.416,283,870,-1956,3109,2022-11-08 13:08:07.415999889
SCAI-SENSEI,user_sensei_178,1667912887.616,85,850,-1716,2651,2022-11-08 13:08:07.615999937
SCAI-SENSEI,user_sensei_178,1667912887.816,315,800,-1709,2824,2022-11-08 13:08:07.815999985
SCAI-SENSEI,user_sensei_178,1667912888.016,201,892,-1853,2946,2022-11-08 13:08:08.016000032
SCAI-SENSEI,user_sensei_178,1667912888.216,127,912,-1774,2813,2022-11-08 13:08:08.216000080
SCAI-SENSEI,user_sensei_178,1667912888.416,160,881,-1811,2852,2022-11-08 13:08:08.415999889
SCAI-SENSEI,user_sensei_178,1667912888.616,131,848,-1783,2762,2022-11-08 13:08:08.615999937
SCAI-SENSEI,user_sensei_178,1667912888.816,130,892,-1800,2822,2022-11-08 13:08:08.815999985
SCAI-SENSEI,user_sensei_178,1667912889.016,151,886,-1772,2809,2022-11-08 13:08:09.016000032
SCAI-SENSEI,user_sensei_178,1667912889.216,144,861,-1771,2776,2022-11-08 13:08:09.216000080
SCAI-SENSEI,user_sensei_178,1667912889.416,115,875,-1776,2766,2022-11-08 13:08:09.415999889
SCAI-SENSEI,user_sensei_178,1667912889.616,162,873,-1803,2838,2022-11-08 13:08:09.615999937
SCAI-SENSEI,user_sensei_178,1667912889.816,35,903,-1759,2697,2022-11-08 13:08:09.815999985
SCAI-SENSEI,user_sensei_178,1667912890.016,111,942,-1748,2801,2022-11-08 13:08:10.016000032
SCAI-SENSEI,user_sensei_178,1667912890.216,56,919,-1760,2735,2022-11-08 13:08:10.216000080
SCAI-SENSEI,user_sensei_178,1667912890.416,79,886,-1779,2744,2022-11-08 13:08:10.415999889
SCAI-SENSEI,user_sensei_178,1667912890.616,60,889,-1773,2722,2022-11-08 13:08:10.615999937
